time,acc,light,moderate-vigorous,sedentary,sleep,CpSB,CpLPA,CpMPA,CpVPA,CpMVPA,MET
2025-01-01 06:56:30.000+0000 [UTC],15.668,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:57:00.000+0000 [UTC],14.238,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:57:30.000+0000 [UTC],18.541,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:58:00.000+0000 [UTC],8.28,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:58:30.000+0000 [UTC],19.784,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:59:00.000+0000 [UTC],11.07,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:59:30.000+0000 [UTC],31.22,1,0,0,0,0,1,0,0,0,2.9353
2025-01-01 07:00:00.000+0000 [UTC],8.344,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:00:30.000+0000 [UTC],31.731,1,0,0,0,0,1,0,0,0,2.763825
2025-01-01 07:01:00.000+0000 [UTC],5.819,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:01:30.000+0000 [UTC],6.484,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:02:00.000+0000 [UTC],17.54,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:02:30.000+0000 [UTC],9.483,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:03:00.000+0000 [UTC],4.236,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:03:30.000+0000 [UTC],5.151,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:04:00.000+0000 [UTC],16.943,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:04:30.000+0000 [UTC],27.465,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:05:00.000+0000 [UTC],14.97,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:05:30.000+0000 [UTC],37.735,1,0,0,0,0,1,0,0,0,2.176787
2025-01-01 07:06:00.000+0000 [UTC],19.192,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:06:30.000+0000 [UTC],1.796,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:07:00.000+0000 [UTC],15.409,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:07:30.000+0000 [UTC],14.506,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:08:00.000+0000 [UTC],19.595,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:08:30.000+0000 [UTC],13.549,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:09:00.000+0000 [UTC],16.337,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:09:30.000+0000 [UTC],16.608,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:10:00.000+0000 [UTC],43.674,1,0,0,0,0,1,0,0,0,2.912949
2025-01-01 07:10:30.000+0000 [UTC],11.66,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:11:00.000+0000 [UTC],19.96,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:11:30.000+0000 [UTC],14.125,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:12:00.000+0000 [UTC],11.221,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:12:30.000+0000 [UTC],17.683,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:13:00.000+0000 [UTC],10.508,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:13:30.000+0000 [UTC],15.141,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:14:00.000+0000 [UTC],4.508,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:14:30.000+0000 [UTC],3.314,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:15:00.000+0000 [UTC],14.954,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:15:30.000+0000 [UTC],20.429,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:16:00.000+0000 [UTC],49.136,1,0,0,0,0,1,0,0,0,2.59394
2025-01-01 07:16:30.000+0000 [UTC],17.373,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:17:00.000+0000 [UTC],14.875,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:17:30.000+0000 [UTC],19.089,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:18:00.000+0000 [UTC],31.968,1,0,0,0,0,1,0,0,0,2.70612
2025-01-01 07:18:30.000+0000 [UTC],54.927,1,0,0,0,0,1,0,0,0,2.939962
2025-01-01 07:19:00.000+0000 [UTC],21.951,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:19:30.000+0000 [UTC],17.789,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:20:00.000+0000 [UTC],15.052,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:20:30.000+0000 [UTC],37.289,1,0,0,0,0,1,0,0,0,2.166526
2025-01-01 07:21:00.000+0000 [UTC],8.441,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:21:30.000+0000 [UTC],9.674,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:22:00.000+0000 [UTC],39.786,1,0,0,0,0,1,0,0,0,2.489252
2025-01-01 07:22:30.000+0000 [UTC],13.474,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:23:00.000+0000 [UTC],32.528,1,0,0,0,0,1,0,0,0,2.340564
2025-01-01 07:23:30.000+0000 [UTC],11.952,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:24:00.000+0000 [UTC],14.065,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:24:30.000+0000 [UTC],15.283,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:25:00.000+0000 [UTC],15.758,1,0,0,0,0,1,0,0,0,2.029642
2025-01-01 07:25:30.000+0000 [UTC],9.342,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:26:00.000+0000 [UTC],147.577,0,1,0,0,0,0,1,0,1,4.611373
2025-01-01 07:26:30.000+0000 [UTC],17.648,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:27:00.000+0000 [UTC],48.84,1,0,0,0,0,1,0,0,0,2.604013
2025-01-01 07:27:30.000+0000 [UTC],14.648,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:28:00.000+0000 [UTC],17.433,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:28:30.000+0000 [UTC],4.648,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:29:00.000+0000 [UTC],15.322,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:29:30.000+0000 [UTC],5.123,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:30:00.000+0000 [UTC],10.303,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:30:30.000+0000 [UTC],14.28,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:31:00.000+0000 [UTC],8.952,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:31:30.000+0000 [UTC],18.0,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:32:00.000+0000 [UTC],22.654,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:32:30.000+0000 [UTC],5.246,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:33:00.000+0000 [UTC],99.956,0,1,0,0,0,0,1,0,1,4.320907
2025-01-01 07:33:30.000+0000 [UTC],21.094,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:34:00.000+0000 [UTC],13.933,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:34:30.000+0000 [UTC],22.454,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:35:00.000+0000 [UTC],15.743,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:35:30.000+0000 [UTC],13.315,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:36:00.000+0000 [UTC],47.368,1,0,0,0,0,1,0,0,0,3.253467
2025-01-01 07:36:30.000+0000 [UTC],11.933,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:37:00.000+0000 [UTC],13.488,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:37:30.000+0000 [UTC],13.059,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:38:00.000+0000 [UTC],15.852,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:38:30.000+0000 [UTC],6.103,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:39:00.000+0000 [UTC],37.187,1,0,0,0,0,1,0,0,0,1.947977
2025-01-01 07:39:30.000+0000 [UTC],15.803,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:40:00.000+0000 [UTC],5.087,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:40:30.000+0000 [UTC],15.015,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:41:00.000+0000 [UTC],8.39,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:41:30.000+0000 [UTC],40.67,1,0,0,0,0,1,0,0,0,2.490316
2025-01-01 07:42:00.000+0000 [UTC],17.185,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:42:30.000+0000 [UTC],20.953,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:43:00.000+0000 [UTC],19.748,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:43:30.000+0000 [UTC],7.576,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:44:00.000+0000 [UTC],45.159,1,0,0,0,0,1,0,0,0,2.692163
2025-01-01 07:44:30.000+0000 [UTC],2.23,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:45:00.000+0000 [UTC],19.672,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:45:30.000+0000 [UTC],176.199,0,1,0,0,0,0,0,0,0,4.89582
2025-01-01 07:46:00.000+0000 [UTC],3.755,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:46:30.000+0000 [UTC],8.166,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:47:00.000+0000 [UTC],13.876,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:47:30.000+0000 [UTC],9.149,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:48:00.000+0000 [UTC],5.99,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:48:30.000+0000 [UTC],5.389,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:49:00.000+0000 [UTC],17.707,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:49:30.000+0000 [UTC],18.796,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:50:00.000+0000 [UTC],12.117,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:50:30.000+0000 [UTC],2.045,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:51:00.000+0000 [UTC],24.375,1,0,0,0,0,1,0,0,0,2.536923
2025-01-01 07:51:30.000+0000 [UTC],152.401,0,1,0,0,0,0,0,0,0,5.192856
2025-01-01 07:52:00.000+0000 [UTC],12.269,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:52:30.000+0000 [UTC],16.959,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:53:00.000+0000 [UTC],7.605,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:53:30.000+0000 [UTC],3.515,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:54:00.000+0000 [UTC],2.36,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:54:30.000+0000 [UTC],15.917,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:55:00.000+0000 [UTC],34.709,1,0,0,0,0,1,0,0,0,2.466062
2025-01-01 07:55:30.000+0000 [UTC],47.943,1,0,0,0,0,1,0,0,0,2.110235
2025-01-01 07:56:00.000+0000 [UTC],14.923,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:56:30.000+0000 [UTC],3.776,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 07:57:00.000+0000 [UTC],17.896,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:57:30.000+0000 [UTC],15.598,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:58:00.000+0000 [UTC],10.135,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:58:30.000+0000 [UTC],20.983,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:59:00.000+0000 [UTC],14.207,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 07:59:30.000+0000 [UTC],27.457,1,0,0,0,0,1,0,0,0,2.569836
2025-01-01 08:00:00.000+0000 [UTC],14.863,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:00:30.000+0000 [UTC],42.936,1,0,0,0,0,1,0,0,0,2.272971
2025-01-01 08:01:00.000+0000 [UTC],10.334,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:01:30.000+0000 [UTC],12.784,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:02:00.000+0000 [UTC],10.576,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:02:30.000+0000 [UTC],14.135,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:03:00.000+0000 [UTC],26.434,1,0,0,0,0,1,0,0,0,1.843023
2025-01-01 08:03:30.000+0000 [UTC],23.559,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:04:00.000+0000 [UTC],8.14,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:04:30.000+0000 [UTC],6.932,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:05:00.000+0000 [UTC],44.664,1,0,0,0,0,1,0,0,0,2.858378
2025-01-01 08:05:30.000+0000 [UTC],4.926,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 08:06:00.000+0000 [UTC],39.644,1,0,0,0,0,1,0,0,0,2.787516
2025-01-01 08:06:30.000+0000 [UTC],22.356,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:07:00.000+0000 [UTC],13.953,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:07:30.000+0000 [UTC],11.655,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:08:00.000+0000 [UTC],20.2,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:08:30.000+0000 [UTC],11.972,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:09:00.000+0000 [UTC],24.13,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:09:30.000+0000 [UTC],18.39,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:10:00.000+0000 [UTC],12.56,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:10:30.000+0000 [UTC],23.849,1,0,0,0,0,1,0,0,0,2.515498
2025-01-01 08:11:00.000+0000 [UTC],25.787,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:11:30.000+0000 [UTC],11.971,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:12:00.000+0000 [UTC],51.647,1,0,0,0,0,1,0,0,0,2.568722
2025-01-01 08:12:30.000+0000 [UTC],18.71,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:13:00.000+0000 [UTC],32.654,1,0,0,0,0,1,0,0,0,2.822295
2025-01-01 08:13:30.000+0000 [UTC],16.496,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:14:00.000+0000 [UTC],21.509,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:14:30.000+0000 [UTC],106.58,0,1,0,0,0,0,1,0,1,5.234638
2025-01-01 08:15:00.000+0000 [UTC],31.897,1,0,0,0,0,1,0,0,0,2.567302
2025-01-01 08:15:30.000+0000 [UTC],42.006,1,0,0,0,0,1,0,0,0,2.771205
2025-01-01 08:16:00.000+0000 [UTC],22.808,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:16:30.000+0000 [UTC],15.16,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:17:00.000+0000 [UTC],11.233,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:17:30.000+0000 [UTC],17.3,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:18:00.000+0000 [UTC],4.141,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 08:18:30.000+0000 [UTC],11.611,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 08:19:00.000+0000 [UTC],3.615,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 08:19:30.000+0000 [UTC],25.067,0,0,1,0,1,0,0,0,0,1.563492
